Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
S. Gilgeous-Alexander - L. Dort - J. Robinson-Earl - J. Giddey - J. Williams,OKC,13,82,105.3,109.7,-4.4,51.4,1.48,14.5,32,67.7,49.7,0.1,47.5,52.7,108.74,49.1
A. Horford - M. Smart - J. Brown - J. Tatum - R. Williams III,BOS,10,81,106.7,119,-12.4,52.1,1.23,15.4,27.4,78.6,53,0.2,51,55.6,108.03,45.5
D. DeRozan - N. Vucevic - Z. LaVine - C. White - P. Williams,CHI,23,81,127.7,116.9,10.9,52.4,3.31,18.7,20.6,74.4,50,0.1,64.6,67.5,101.82,55.1
C. Paul - D. Booker - M. Bridges - D. Ayton - C. Johnson,PHX,7,79,120.7,95.9,24.8,65.3,1.96,20.9,23.6,77.8,52.3,0.1,60.3,63.9,102.44,60.6
D. Lillard - J. Grant - D. Eubanks - C. Reddish - M. Thybulle,POR,8,79,114.7,110.5,4.2,56.7,1.9,17,19.3,74.2,47.7,0.1,55.4,59.2,103.57,51.6
J. Green - D. Nix - K. Martin Jr. - U. Garuba - T. Eason,HOU,20,79,100,102.8,-2.8,59.7,0.82,15.6,37.8,72.6,56.3,0.3,55.2,59.3,107.24,45.5
J. Randle - I. Hartenstein - J. Hart - J. Brunson - I. Quickley,NYK,12,79,114.6,104.2,10.4,34.8,0.96,10.7,38.3,88.1,60.8,0.1,53.8,58,102.38,50.5
K. Caldwell-Pope - N. Jokic - V. Cancar - B. Brown - M. Porter Jr.,DEN,12,79,127.4,108.4,18.9,75.6,3.1,25.1,24.3,75,50.7,0.1,61.8,65.5,100.88,61.2
K. Olynyk - J. Clarkson - L. Markkanen - C. Sexton - W. Kessler,UTA,14,79,117.3,117.4,-0.1,62.3,2.53,18.1,37.2,66.7,52.3,0.1,50.7,55.2,99.83,51.8
M. Plumlee - K. Oubre Jr. - T. Rozier - P. Washington - L. Ball,CHA,7,79,111.8,132.4,-20.5,60,2.33,17.4,31.3,67.1,46.7,0.1,49.1,52.9,103.37,39.4
D. Rose - I. Hartenstein - C. Reddish - O. Toppin - I. Quickley,NYK,11,78,101.2,107.8,-6.6,61.8,1.83,18.2,29.1,64.3,47.8,0.1,50,52.3,102.53,46
V. Oladipo - B. Adebayo - C. Martin - M. Strus - T. Herro,MIA,14,78,121.8,110.4,11.4,72.5,2.08,22.1,31.7,71.4,52.6,0.2,63.5,65.7,94.84,55.8
L. James - A. Davis - D. Russell - J. Vanderbilt - A. Reaves,LAL,7,77,123.5,103,20.6,53.8,1.72,18.4,30.4,80,58.5,0.1,63,65.2,105.38,59.7
M. Muscala - S. Gilgeous-Alexander - L. Dort - J. Giddey - J. Williams,OKC,19,77,124.9,103,21.9,60,2.29,19.9,29.6,68.5,51.5,0.1,59.7,64.4,106.88,63.4
J. Butler - B. Adebayo - G. Vincent - M. Strus - T. Herro,MIA,13,76,123.1,111.7,11.4,58.9,2.69,20.2,24.6,68.3,46.3,0.1,61.7,65.3,98.33,56
P. George - M. Morris Sr. - R. Jackson - N. Powell - I. Zubac,LAC,13,76,95,126.7,-31.7,55.8,1.04,13.8,24.7,78.8,49,0.2,47.3,52.2,101.9,33.8
S. Gilgeous-Alexander - K. Williams - L. Dort - J. Giddey - J. Williams,OKC,15,76,127.6,111.9,15.8,58.4,3.21,19.8,38,65.3,51.3,0.1,55.6,58.4,98.81,55.6
A. Burks - C. Joseph - M. Bagley III - K. Knox II - S. Bey,DET,9,75,121.8,126.9,-5.1,51.5,2.13,16.3,28.6,71.4,50,0.1,58.5,61.4,100.82,46.1
J. Valanciunas - C. McCollum - N. Marshall - T. Murphy III - D. Daniels,NOP,14,75,95.8,118.6,-22.7,53,1.25,15.7,24.4,80.8,51,0.2,52.1,53.2,107.13,38
K. Porter Jr. - J. Green - K. Martin Jr. - A. Sengun - T. Eason,HOU,29,75,126.2,99.4,26.8,54.8,1.67,18,30.5,83.1,60.3,0.1,65.2,69.8,104.17,66.5
K. Porzingis - K. Kuzma - M. Morris - D. Gafford - C. Kispert,WAS,9,75,139,105,34,59.3,2.68,22.6,28.1,82.5,59.9,0.1,68,71.6,102.79,63.8
L. James - P. Beverley - D. Schroder - T. Bryant - L. Walker IV,LAL,7,75,101.9,110.4,-8.5,53,1.25,16.5,20.3,82.7,51.7,0.2,54.4,56.4,103.77,44.3
M. Conley - R. Gobert - K. Towns - A. Edwards - J. McDaniels,MIN,7,75,106.4,100,6.4,65.6,1.74,18.8,22.1,73.1,47.7,0.1,53.6,55.9,99.98,49.3
S. Curry - K. Thompson - D. Green - D. DiVincenzo - J. Kuminga,GSW,13,75,109.2,132.5,-23.3,73.9,1.7,22.1,26.2,59.1,42.7,0.2,59.8,62.2,102.27,40.7
B. Bogdanovic - K. Hayes - S. Bey - I. Stewart - J. Ivey,DET,13,74,105.8,116.1,-10.3,57.4,2.19,16.4,27.3,68.5,46,0.1,48.3,51.5,100.24,42.4
C. LeVert - D. Mitchell - J. Allen - I. Okoro - E. Mobley,CLE,26,74,103.2,112.3,-9.1,52.7,1.38,14.6,18.1,74.3,45.8,0.1,52.9,58.4,103.47,44.1
C. Paul - D. Lee - T. Craig - M. Bridges - D. Ayton,PHX,15,74,130.1,111.9,18.2,62.5,4.09,20.3,40.3,77.8,58.4,0.1,56.3,59.3,95.9,57.7
K. Porzingis - K. Kuzma - D. Avdija - C. Kispert - J. Goodwin,WAS,10,74,116.2,122.3,-6.1,65.2,2.87,20.8,15.4,79.2,50,0.1,58.6,62.4,100.85,52.3
M. Conley - K. Olynyk - J. Clarkson - L. Markkanen - W. Kessler,UTA,11,74,113.3,106.5,6.8,66.2,1.72,18.9,36.1,64.4,51.9,0.2,54.9,58.9,101.18,57.3
B. Beal - K. Porzingis - M. Morris - D. Avdija - C. Kispert,WAS,16,73,117.1,114.5,2.6,69.6,3,22.1,16.4,77.8,46.2,0.1,58.2,62.3,103.96,52
H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Huerter,SAC,24,73,130.4,116.1,14.3,53.6,1.76,16.5,29,64.6,49.3,0.1,62.3,69.5,106.98,60.8
K. Irving - R. Bullock - T. Hardaway Jr. - D. Powell - L. Doncic,DAL,10,73,132.2,117.6,14.6,52,2.44,19.7,16.9,77.3,50.7,0.1,69.9,70.6,99.77,53.4
K. Lowry - J. Butler - B. Adebayo - M. Strus - T. Herro,MIA,16,73,116.1,115,1.2,62.5,1.9,18.4,30.1,75.4,51.4,0.1,57,60.7,98.73,51.5
S. Adams - D. Brooks - J. Morant - J. Konchar - S. Aldama,MEM,21,73,114.2,98.8,15.4,46.7,1.59,14.9,36.4,81.2,58.4,0.1,54.6,55.5,110.14,58.4
D. DeRozan - N. Vucevic - A. Caruso - P. Williams - A. Dosunmu,CHI,17,72,95.5,114.7,-19.2,57.4,1.11,15.1,26,86.8,55.3,0.2,48.4,53.7,103.59,38.5
J. Green - K. Martin Jr. - J. Tate - A. Sengun - J. Smith Jr.,HOU,11,72,96.7,118.2,-21.5,64.2,1.48,15.3,38.9,78.5,55,0.2,40.5,46.1,100.5,37.9
V. Oladipo - B. Adebayo - C. Martin - G. Vincent - M. Strus,MIA,11,72,106.5,109.9,-3.4,73.3,1.83,20.8,21.2,83.3,50.8,0.2,55.6,59.4,102.44,49.4
A. Horford - M. Smart - J. Brown - D. White - G. Williams,BOS,17,71,116.6,95.6,21,60.9,1.91,21.1,10.3,75.3,49,0.1,63.5,65.9,104.91,57.8
B. Lopez - G. Antetokounmpo - P. Connaughton - G. Allen - J. Carter,MIL,15,71,106,98,8.1,53.6,1.58,14.7,31.3,72.9,54,0.1,49.2,53.5,100.23,56.3
C. Capela - B. Bogdanovic - D. Murray - J. Collins - D. Hunter,ATL,23,71,112.4,127.1,-14.7,54,1.7,16.8,22.4,84.5,51.2,0.1,56,60.1,103.45,42.7
J. Valanciunas - C. McCollum - Z. Williamson - H. Jones - T. Murphy III,NOP,7,71,126,130.9,-4.9,60.6,2.15,20.7,24.2,69.5,46.3,0.1,61.9,65.2,101.7,48.5
J. Valanciunas - C. McCollum - N. Marshall - T. Murphy III - J. Alvarado,NOP,13,70,110.8,108.3,2.5,59.4,1.52,19,24.1,69.9,49.6,0.2,58.3,61.3,99.81,52.3
M. Turner - B. Hield - T. Haliburton - A. Nesmith - B. Mathurin,IND,20,70,145.5,107.3,38.2,68.5,2.94,22.6,41.3,77.6,58.7,0.1,66.4,70.2,100.59,63.2
A. Horford - J. Brown - J. Tatum - D. White - R. Williams III,BOS,9,69,121.2,76.4,44.9,58.6,1.7,17.5,23.3,86.3,61.9,0.1,60.8,65.8,101.95,77.7
K. Caldwell-Pope - N. Jokic - J. Murray - V. Cancar - M. Porter Jr.,DEN,5,69,117.8,108.8,9,75.8,2.61,22.3,26.4,73,50,0.1,56.9,60.1,102.33,55.3
M. Brogdon - J. Tatum - L. Kornet - G. Williams - S. Hauser,BOS,15,69,121.8,115.1,6.7,55,1.74,16.2,32.9,78.5,54.3,0.1,54.9,60.2,101.66,51
T. Ross - M. Bamba - A. Schofield - C. Anthony - F. Wagner,ORL,9,69,106.3,112.3,-6,57.4,1.82,16.1,26.3,75.7,50.7,0.1,47.7,52.7,99.46,41.3
B. Griffin - M. Smart - J. Brown - J. Tatum - D. White,BOS,7,68,123.3,95.3,28,81,5.1,24.6,14.3,81.6,49.3,0.1,59.5,62.8,103.88,63.1
G. Hayward - M. Plumlee - K. Oubre Jr. - T. Rozier - P. Washington,CHA,5,68,103.4,114.5,-11.1,66.1,2.44,18.2,28.6,72,44,0.1,46.9,49.2,105.56,36.9
K. Irving - J. Harris - R. O'Neale - B. Simmons - N. Claxton,BKN,7,68,121.6,112.1,9.5,72.3,2.76,24,17.2,62,41.9,0.1,63.9,65.4,98.99,54.5
C. Capela - B. Bogdanovic - D. Murray - J. Collins - T. Young,ATL,6,67,112.8,129.2,-16.3,61.2,1.52,19.4,35.9,72.3,54.3,0.2,59.1,60.8,104.27,45.5
J. McGee - R. Bullock - S. Dinwiddie - D. Finney-Smith - L. Doncic,DAL,9,67,101.4,112.1,-10.7,38.6,1.57,12.6,19.1,70.5,43.4,0.1,50.4,52.8,99.47,44.4
T. McConnell - O. Brissett - J. Smith - C. Duarte - B. Mathurin,IND,12,67,121.6,115.6,6,50,1.74,16.5,33.9,72.2,54.5,0.1,57.5,62.3,105.41,52.6
H. Barnes - D. Sabonis - M. Monk - K. Huerter - D. Mitchell,SAC,24,65,112.1,119.5,-7.4,71.2,1.68,21.1,14,68.6,43.6,0.2,62.9,66.9,98.21,47.4
K. Thompson - D. Green - D. DiVincenzo - J. Poole - J. Kuminga,GSW,15,65,110.4,87.6,22.8,74.2,3.29,22.4,21.7,68.4,46.6,0.1,58.7,59.6,106.66,65.5
M. Bagley III - J. Wiseman - K. Hayes - I. Livers - J. Ivey,DET,6,65,96.2,129.1,-32.9,58,1.38,16.7,18.8,74.2,46,0.2,50.9,53,99.32,36.8
P. George - M. Morris Sr. - R. Jackson - I. Zubac - T. Mann,LAC,5,65,111.5,114,-2.4,56.4,1.41,17.5,26.7,77,52.1,0.2,57,59.7,95.05,46.9
P. Siakam - O. Anunoby - G. Trent Jr. - S. Barnes - C. Koloko,TOR,7,65,127.3,101.4,25.9,55.4,2,17.6,39.4,63.6,51.5,0.1,59,63.3,105.04,62.4
T. Ross - W. Carter Jr. - C. Anthony - F. Wagner - P. Banchero,ORL,6,65,106.2,118.8,-12.6,55.1,1.42,15.1,32.4,66.7,49.3,0.1,49.6,54.1,95.49,44.8
W. Carter Jr. - B. Bol - C. Okeke - F. Wagner - J. Suggs,ORL,4,65,94,98.5,-4.5,64.6,1.07,16.7,32.4,76.6,55.9,0.2,46.5,50.5,97.39,47.7
B. Adebayo - G. Vincent - H. Highsmith - M. Strus - T. Herro,MIA,12,64,94.5,92.9,1.6,59.1,1.37,15.5,25.4,73.5,50.4,0.1,47.6,51.5,94.92,52.5
K. Caldwell-Pope - A. Gordon - N. Jokic - B. Brown - C. Braun,DEN,22,64,117.5,87.3,30.1,69.2,1.67,22.1,32.7,75.8,57.4,0.2,63.7,66.8,109.7,67.6
S. Dinwiddie - R. O'Neale - M. Bridges - N. Claxton - C. Johnson,BKN,18,64,109,100.8,8.2,79.2,2.33,22.5,21.4,66.2,47.4,0.1,58.5,61.7,99.54,60.4
C. Capela - B. Bogdanovic - J. Collins - T. Young - D. Hunter,ATL,14,63,119.1,116.1,3.1,65.6,2.67,21.1,25,67.2,47.5,0.1,60,63.8,104.72,53.8
J. Poeltl - P. Siakam - O. Anunoby - G. Trent Jr. - S. Barnes,TOR,5,63,99.2,106.9,-7.7,60,3.33,16.4,25.6,81,48.6,0.1,43.4,47,100.42,46.8
C. Paul - B. Biyombo - D. Booker - M. Bridges - C. Johnson,PHX,4,62,129.8,113.5,16.3,72.4,3.82,23.5,25.9,64.9,48.4,0.1,61.4,64.6,96.62,59.2
J. Butler - B. Adebayo - C. Martin - G. Vincent - M. Strus,MIA,15,62,102.5,117.1,-14.6,54.5,1.71,14.5,32.3,76,51.3,0.1,45.8,51.8,94.48,43.9
J. Valanciunas - C. McCollum - Z. Williamson - T. Murphy III - D. Daniels,NOP,9,62,103,100.7,2.2,58.2,1.52,18,19.4,73.1,49.3,0.2,51.3,55.2,103.84,55.5
P. Beverley - N. Vucevic - Z. LaVine - C. White - P. Williams,CHI,19,62,137.3,108,29.3,62.3,3.07,23,20.8,74.6,51.4,0.1,70.4,73,104.69,62.7
C. Capela - D. Murray - J. Collins - T. Young - S. Bey,ATL,6,61,103.1,117.9,-14.8,48,1.41,14,27.5,72.9,48.4,0.1,49.1,52.7,103.55,38.7
E. Gordon - D. Nix - K. Martin Jr. - U. Garuba - T. Eason,HOU,16,61,103.7,109.6,-5.8,75,1.83,17.1,37.3,63.6,49.6,0.1,46.6,52.3,105.8,49.1
G. Dragic - D. DeRozan - A. Drummond - D. Jones Jr. - C. White,CHI,14,61,120.8,101.5,19.2,53.2,2.2,18.5,30.2,76.2,55.2,0.1,59.4,62.3,102.87,61.9
H. Barnes - D. Sabonis - D. Fox - T. Davis - K. Murray,SAC,10,61,118,131.6,-13.6,53.3,2,17.2,30.4,79.2,51.6,0.1,56,58.2,106.21,41.8
H. Barnes - D. Sabonis - M. Monk - D. Mitchell - K. Murray,SAC,26,61,105.2,86,19.2,82,2.93,22.2,14.5,72.2,45.5,0.1,52.3,56.5,106.3,60.9
J. Valanciunas - C. McCollum - Z. Williamson - N. Marshall - T. Murphy III,NOP,9,61,102.3,118.6,-16.3,59.2,1.81,16.3,27,73.4,48.6,0.1,46.3,50,100.79,40
K. Porter Jr. - J. Green - A. Sengun - J. Smith Jr. - T. Eason,HOU,14,61,109.9,110.4,-0.5,49.1,1.08,14.1,42.6,74.1,56.6,0.2,52.6,56,105.03,45.1
M. Conley - J. Clarkson - M. Beasley - L. Markkanen - J. Vanderbilt,UTA,15,61,126,122.6,3.4,59.6,2.82,16.6,35.7,70.5,51.9,0.1,53.4,59.3,103.35,48.4
R. Bullock - S. Dinwiddie - C. Wood - D. Finney-Smith - L. Doncic,DAL,14,61,98.4,127.8,-29.4,61.4,1.23,15.8,26.2,72.7,45,0.2,50,53.8,98.92,33.6
A. Gordon - N. Jokic - J. Murray - B. Brown - M. Porter Jr.,DEN,13,60,127.6,96.7,30.9,73.3,2.2,23.9,34,75,57.6,0.2,66.5,68.1,97.75,67.3
A. Nembhard - J. Nwora - A. Nesmith - I. Jackson - B. Mathurin,IND,7,60,109.3,126.6,-17.3,71.2,1.95,19.1,25,61.4,43.5,0.1,52.6,57.3,112.3,41.9
A. Nembhard - J. Nwora - A. Nesmith - J. Smith - B. Mathurin,IND,5,60,96.9,143.1,-46.2,61.7,1.16,16.1,32.3,65.4,47,0.2,47.7,51.8,104.46,30.7
J. Poeltl - K. Bates-Diop - K. Johnson - T. Jones - J. Sochan,SAS,8,60,108.1,112.7,-4.6,68.5,3.7,20.2,32.4,81.1,53.7,0.1,45.9,50.4,99.64,47.5
P. Tucker - T. Harris - M. Harrell - D. Melton - S. Milton,PHI,5,60,118.6,108.4,10.2,47.2,1.79,15.7,28.6,83.6,55.9,0.1,55,59.4,94.69,52.1
B. Beal - K. Porzingis - K. Kuzma - M. Morris - A. Gill,WAS,5,59,130.5,129.4,1.1,64.9,4.63,22.3,20.8,84.3,51.9,0.1,60.6,64.5,97.18,50
B. Lopez - J. Holiday - B. Portis - P. Connaughton - G. Allen,MIL,12,59,117.8,106.1,11.8,58.6,1.7,19.1,27.8,81.4,58.1,0.2,62.6,64.9,105.37,53.9
J. Murray - V. Cancar - B. Brown - Z. Nnaji - B. Hyland,DEN,8,59,110.7,111.3,-0.5,40,1.38,10.8,37,65.5,49.2,0.1,49.1,52.4,99.28,42.5
K. Love - C. Osman - C. LeVert - D. Garland - E. Mobley,CLE,15,59,109.1,102.5,6.6,57.4,1.5,17.2,20,68.9,46.8,0.1,55.3,60.5,99.63,55.4
L. James - P. Beverley - A. Davis - D. Schroder - L. Walker IV,LAL,7,59,103.2,105.5,-2.3,74,1.85,21.6,14,83,47.3,0.2,55.3,57.8,103.32,49.1
M. Turner - A. Nembhard - T. Haliburton - A. Nesmith - B. Mathurin,IND,17,59,107.1,110.9,-3.9,62.3,1.94,19.2,21.4,71.4,47.9,0.1,57,58.5,104,48.2
P. Tucker - T. Harris - J. Embiid - D. Melton - S. Milton,PHI,8,59,96.7,125.6,-28.9,53.5,1.44,14.6,20.3,64.2,40.2,0.1,46.7,50.8,98.53,32.4
I. Hartenstein - R. Barrett - I. Quickley - M. McBride - J. Sims,NYK,9,58,110.8,110.8,0,56.3,1.42,16.4,42.9,73.6,56.9,0.2,50.5,53.5,91.98,49.4
J. Richardson - J. Poeltl - K. Johnson - T. Jones - J. Sochan,SAS,14,58,126,113.3,12.7,64.9,1.85,20.7,33.9,73.5,52.4,0.2,62.3,64.3,106.94,51.5
K. Porter Jr. - J. Green - K. Martin Jr. - U. Garuba - J. Smith Jr.,HOU,18,58,96.9,117.1,-20.2,57.1,1.5,13.5,35.1,68.2,50.7,0.1,44.6,49.9,106.49,38.1
M. Conley - R. Gobert - K. Anderson - T. Prince - J. McDaniels,MIN,10,58,121.4,100.8,20.5,66,1.74,20.1,27.5,76.9,52.4,0.2,59.9,63.7,98.41,61.3
M. Fultz - W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero,ORL,15,58,113.7,102.4,11.3,53.8,1.75,16.6,28.3,71.9,49.6,0.1,54.6,57.1,102,53.9
P. Tucker - J. Harden - J. Embiid - D. Melton - T. Maxey,PHI,8,58,119.7,121.8,-2.2,64.6,2.21,19.7,18.8,62.9,43.6,0.1,60.5,65.5,97.35,50.1
S. Curry - D. Green - A. Wiggins - K. Looney - J. Poole,GSW,8,58,128.9,113.3,15.6,66.7,2.92,22.2,23.1,62.3,44.2,0.1,64.5,66.8,100.51,58.2
T. Jones - J. Jackson Jr. - B. Clarke - J. Konchar - D. Bane,MEM,11,58,114.5,109.7,4.8,66.1,2.64,20.1,34.3,67.7,50.4,0.1,52.5,55.1,103.31,52.9
S. Adams - J. Morant - J. Konchar - D. Bane - S. Aldama,MEM,6,57,130.7,105.6,25.2,59.6,2.83,19.1,29.8,64.6,50,0.1,60.1,64.7,105.77,67.4
T. Hardaway Jr. - C. Wood - M. Kleber - L. Doncic - J. Green,DAL,14,57,130.2,108.9,21.4,48.3,2.42,16.9,29.2,62.7,47.7,0.1,66.3,69.8,106.03,63.1
B. Beal - K. Porzingis - M. Morris - D. Gafford - C. Kispert,WAS,9,56,120.5,121.9,-1.4,60,1.94,20.8,25,68.7,52.3,0.1,62.9,67.8,98.89,54.2
D. Mitchell - D. Garland - I. Okoro - L. Stevens - E. Mobley,CLE,8,56,110.5,111.3,-0.8,52,1.73,16.9,25,72.7,45.2,0.1,50.5,54,97.71,46.1
J. Green - D. Nix - K. Martin Jr. - A. Sengun - J. Smith Jr.,HOU,10,56,106.6,139.1,-32.5,66.7,1.55,19.2,36.7,66.7,49.5,0.2,50.9,54.6,100.28,37.8
T. Lyles - D. Fox - M. Monk - C. Metu - T. Davis,SAC,15,56,115.3,135,-19.7,53.8,1.75,16.5,33.9,63.8,47.2,0.1,55.6,59.5,103.89,40.8
M. Plumlee - K. Oubre Jr. - T. Rozier - D. Smith Jr. - P. Washington,CHA,5,55,113.5,106.5,6.9,65.9,2.23,19,33.9,66,48.6,0.1,51,53.9,92.02,49.6
S. Dinwiddie - R. O'Neale - D. Finney-Smith - M. Bridges - C. Johnson,BKN,12,55,115.3,101.7,13.5,44.4,1.67,13,27.1,70.9,48.2,0.1,54,59.2,102.54,52.7
S. Mykhailiuk - T. Maledon - J. Thor - M. Williams - B. McGowens,CHA,6,55,97.5,105.4,-7.8,76.7,1.5,18.8,38.1,78.3,55,0.2,48.1,51.6,101.46,45.8
W. Carter Jr. - B. Bol - F. Wagner - J. Suggs - P. Banchero,ORL,4,55,110.4,116.4,-5.9,56.9,1.32,18.2,32.6,89.4,61.3,0.2,56.8,60.6,101,49.5
A. Burks - C. Joseph - K. Knox II - S. Bey - J. Duren,DET,7,54,98.3,106.1,-7.8,55.8,1.71,15,27.7,75,50.4,0.1,46.6,50.6,103.62,46.2
A. Davis - D. Schroder - M. Beasley - T. Brown Jr. - J. Vanderbilt,LAL,9,54,105.1,100,5.1,68.9,1.82,19.1,23.3,77.8,51.2,0.1,49.5,53.8,105.53,52.2
C. LeVert - D. Mitchell - J. Allen - D. Wade - E. Mobley,CLE,8,54,115.6,93,22.6,55.6,1.56,16.7,29.6,75.5,52.3,0.1,57.3,60.6,99.42,55.1
D. Brooks - J. Jackson Jr. - J. Morant - B. Clarke - D. Bane,MEM,10,54,122.7,95.9,26.8,62.5,3,17.6,32.8,75.8,54,0.1,51.4,56.9,107.39,61.8
F. VanVleet - O. Anunoby - G. Trent Jr. - S. Barnes - C. Koloko,TOR,5,54,112.6,120.5,-7.9,50,1.53,15.4,26.8,58.7,41.2,0.1,53,56.5,100.04,43.4
J. Grant - J. Nurkic - J. Hart - A. Simons - S. Sharpe,POR,8,54,99.1,111,-11.9,60.9,1.56,18.1,20,72.7,46.4,0.2,53,55.1,104.32,43.3
J. Richardson - J. Poeltl - K. Bates-Diop - K. Johnson - M. Branham,SAS,4,54,105.9,114.8,-8.9,54,1.5,16.9,27.8,81.3,52.9,0.2,53.9,56.4,102.89,44.3
K. Porter Jr. - J. Green - K. Martin Jr. - J. Smith Jr. - T. Eason,HOU,11,54,104.9,100,4.9,40.4,1.36,11.2,40.5,74.5,55,0.1,44.4,48.5,109.49,51.6
L. Kennard - D. Brooks - J. Morant - X. Tillman - S. Aldama,MEM,9,54,100,107.6,-7.6,55.6,1.92,16.2,17.2,73.7,45.2,0.1,48.5,53.1,105.71,47
A. Rivers - D. Russell - N. Reid - A. Edwards - J. McDaniels,MIN,12,53,119.1,123.9,-4.8,47.9,1.64,16.4,15.2,62.7,40.2,0.1,60.9,64.1,99.88,46.2
C. Osman - C. LeVert - D. Mitchell - J. Allen - E. Mobley,CLE,13,53,120,107.7,12.3,56.1,1.64,16.1,23.3,65.3,45.7,0.1,58.9,65.5,97.14,58.1
D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - C. White,CHI,14,53,125.4,105.9,19.5,54.4,1.63,18.7,28.6,72.5,48.3,0.2,62.5,65.8,110.05,56.2
K. Lowry - J. Butler - B. Adebayo - G. Vincent - M. Strus,MIA,10,53,104.7,138.1,-33.4,43.6,1.7,12.9,17.6,73.2,42.4,0.1,47.2,55,96.33,32.4
L. Nance Jr. - D. Graham - Z. Williamson - N. Marshall - J. Alvarado,NOP,9,53,131.9,88.8,43.1,66,2.5,21.2,28.6,74.5,52,0.1,64.1,67.3,104.64,72.6
P. Siakam - J. Hernangomez - F. VanVleet - O. Anunoby - S. Barnes,TOR,5,53,119.1,120.4,-1.3,57.7,2,19.1,33.3,79.1,54.3,0.1,56.9,59.8,97.82,47.9
R. Westbrook - P. Beverley - A. Davis - L. Walker IV - A. Reaves,LAL,11,53,116.4,108.6,7.8,60.9,2.33,17.4,31.5,75,55.1,0.1,52.6,59.7,105.58,57.4
T. McConnell - M. Turner - B. Hield - A. Nesmith - B. Mathurin,IND,12,53,95.8,114.3,-18.5,63.9,1.44,14.3,29.9,69.8,47.5,0.1,40.6,48,106.68,38.5
B. Beal - K. Porzingis - D. Wright - D. Avdija - C. Kispert,WAS,15,52,114.7,106.4,8.3,77.3,2.27,21.5,31.3,75.5,53.6,0.1,56.5,61.2,101.59,55
B. Beal - K. Porzingis - D. Wright - K. Kuzma - D. Gafford,WAS,4,52,126.9,119.2,7.7,75,2.05,26.5,12.9,58.3,40.5,0.2,74.4,75.6,96.49,55.7
B. Beal - K. Porzingis - K. Kuzma - M. Morris - C. Kispert,WAS,13,52,107.6,123.5,-15.9,66.7,1.78,19.2,29.8,64.3,46.9,0.2,56.4,58.2,107.74,42.4
D. McDermott - S. Johnson - J. Richardson - Z. Collins - M. Branham,SAS,11,52,128.4,123.7,4.8,63.9,1.95,22.9,41.5,64.3,54.6,0.2,69.8,70.1,105.5,54
J. Harden - T. Harris - J. Embiid - G. Niang - T. Maxey,PHI,17,52,110.4,101,9.4,68.9,2.07,21.2,20.9,76,50.5,0.1,60.2,62.4,97.3,55.2
N. Batum - M. Morris Sr. - K. Leonard - I. Zubac - T. Mann,LAC,8,52,107.5,104.7,2.8,48.9,1.83,14.5,37.7,77.6,55.5,0.1,46.7,50.5,97.56,51.4
P. Tucker - T. Harris - J. Embiid - M. Thybulle - T. Maxey,PHI,4,52,118.7,84,34.7,55.3,2,18.6,19.5,69.5,49,0.1,58,64.2,98.02,73.8
Z. Collins - K. Bates-Diop - K. Johnson - D. Vassell - T. Jones,SAS,7,52,102.8,126.8,-24,80,2.13,22.1,12,64.4,36.8,0.1,53.4,57,101.83,34.8
D. Wright - K. Kuzma - R. Hachimura - D. Gafford - D. Avdija,WAS,9,51,114.5,100,14.5,61.2,1.67,18.4,32,57.3,47.2,0.2,57.7,62,110.66,61
E. Gordon - B. Fernando - K. Porter Jr. - J. Green - J. Smith Jr.,HOU,11,51,106.4,109.3,-2.9,50,1.05,14.5,29.4,72.3,53.4,0.2,55.6,58,101.55,48.5
E. Gordon - D. Nix - K. Martin Jr. - A. Sengun - J. Smith Jr.,HOU,4,51,126.9,113.2,13.6,49,1.85,16.9,25.6,81,58.8,0.1,61,66.7,101.67,60.2
G. Harris - M. Fultz - W. Carter Jr. - J. Suggs - P. Banchero,ORL,13,51,100.9,102.7,-1.8,45.2,1.06,13.3,15.4,74,44.1,0.2,51.1,56.9,107.12,46.7
I. Hartenstein - J. Hart - R. Barrett - O. Toppin - M. McBride,NYK,8,51,139.6,100.9,38.7,69.6,4.33,24.8,29.3,74.1,54.7,0.1,67.4,69.5,100.91,70.5
J. Harden - T. Harris - J. Embiid - G. Niang - D. Melton,PHI,13,51,121.6,100,21.6,64.6,2.21,20,40.7,71.9,56.8,0.1,57.4,58.8,95.27,60.6
J. Randle - I. Hartenstein - J. Brunson - R. Barrett - I. Quickley,NYK,21,51,110.9,103.5,7.4,40,1.5,11.7,30.9,64.4,48.2,0.1,51.6,58.2,110.22,55.6
M. Turner - B. Hield - A. Nembhard - A. Nesmith - B. Mathurin,IND,9,51,104.5,123.2,-18.8,75.6,1.48,20.4,20,64.2,43.9,0.2,55.2,60.3,104.72,38.5
T. Hardaway Jr. - S. Dinwiddie - C. Wood - M. Kleber - J. Green,DAL,9,51,94.1,88.3,5.7,61.3,1.06,14.8,15.4,76.8,47.2,0.2,48.7,52.4,96.7,52.7
