Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
J. Harden - P. George - I. Zubac - A. Coffey - T. Mann,LAC,12,82,111.9,123.8,-11.9,62.9,2,18.5,28.9,74.4,50,0.1,52.5,55.8,100.08,42.8
D. Jordan - R. Jackson - J. Murray - C. Braun - P. Watson,DEN,16,81,111.4,117.6,-6.2,46.4,1.14,14.4,33.3,70,53.7,0.2,58.3,60.5,99.12,43.4
G. Harris - J. Isaac - M. Wagner - C. Anthony - F. Wagner,ORL,18,81,111.4,90.3,21.1,53.1,1.7,15.6,33.8,70.7,53.8,0.1,50.4,55.6,96.12,65.5
D. Brooks - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,HOU,10,80,115,127.2,-12.2,47.2,1.62,14.7,36,72.4,53.1,0.1,50.6,55,99.31,43.5
D. Schroder - D. Finney-Smith - M. Bridges - N. Claxton - C. Johnson,BKN,12,80,112.6,115.7,-3.1,67.2,2.5,20.1,24.1,64.1,43.5,0.1,57.4,57.9,95.77,47.6
D. Schroder - J. Poeltl - P. Siakam - G. Trent Jr. - S. Barnes,TOR,16,80,112.8,110.9,1.9,69.3,3.71,22.3,23.1,72.5,48.1,0.1,56.7,57.8,99.16,53.2
J. Ingles - M. Fultz - J. Isaac - M. Wagner - C. Anthony,ORL,13,80,105.5,101.3,4.3,66.7,1.53,19.9,31.5,76.6,54.7,0.2,54.3,57.5,96.7,53.4
G. Hayward - P. Washington - L. Ball - M. Williams - B. Miller,CHA,8,79,113.4,115.8,-2.3,63.9,2.56,19.8,26.5,69.9,49.4,0.1,53,56.4,100.21,52.3
J. Green - A. Holiday - J. Smith Jr. - A. Thompson - C. Whitmore,HOU,16,79,100,112.3,-12.3,57.6,1.79,14.5,28.3,69.5,47,0.1,44.4,50.2,104.15,40.5
K. Lowry - J. Butler - B. Adebayo - D. Robinson - H. Highsmith,MIA,9,79,122,111.1,10.8,58.6,1.86,18.5,26.1,77.5,52.1,0.1,58,63.5,98.6,57.1
L. James - A. Davis - D. Russell - T. Prince - M. Christie,LAL,10,79,114.9,105.3,9.7,70.1,3,22.2,18.5,75.5,49.1,0.1,57.9,60.1,105.43,57.9
T. Jones - K. Kuzma - D. Gafford - C. Kispert - B. Coulibaly,WAS,23,79,101.8,115.9,-14.2,65.8,2,21.1,20.5,60,41.1,0.1,53.3,54.7,105.3,43.2
J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa - M. McBride,NYK,13,78,111.9,111,0.9,62.7,2.47,17.7,37,60,46.5,0.1,46.6,50.3,99.71,46.6
K. Durant - E. Gordon - D. Booker - G. Allen - D. Eubanks,PHX,21,78,113.5,121.3,-7.8,56.3,1.82,17.6,21.6,66.3,45.6,0.1,56,60.8,106.74,47.7
K. Lowry - J. Butler - C. Martin - D. Robinson - O. Robinson,MIA,7,78,112.5,109.7,2.8,76.7,1.64,20.4,35.4,72.1,52.4,0.2,53.6,56.8,93.93,46.1
L. Nance Jr. - Z. Williamson - N. Marshall - T. Murphy III - J. Alvarado,NOP,15,78,119.3,89.9,29.4,72,2.84,22.1,26.3,76.7,51,0.1,60.7,62.9,103.99,64
C. Capela - B. Bogdanovic - D. Murray - D. Hunter - S. Bey,ATL,22,77,118.2,111.4,6.8,63,1.7,18.5,43.5,76.9,58,0.2,54.8,57.6,100.13,48.5
J. Green - F. VanVleet - D. Brooks - J. Green - A. Sengun,HOU,18,77,120.9,115.9,5,57.8,3.08,17.3,17.9,71.8,44.9,0.1,54.1,60.3,101.95,52.1
C. Osman - K. Johnson - M. Branham - B. Wesley - V. Wembanyama,SAS,15,75,95.2,99.4,-4.2,76.7,2.19,19.7,24.7,75.6,49.7,0.1,49.3,52,105.42,51.2
J. Ingles - J. Isaac - M. Wagner - C. Anthony - F. Wagner,ORL,10,74,125.9,104.6,21.2,70.6,2.29,22.7,27.6,69,50.4,0.1,62.6,66.4,96.54,63.1
K. Durant - E. Gordon - J. Nurkic - G. Allen - J. Okogie,PHX,11,74,121.9,109.2,12.7,68.1,1.68,20.6,32.3,76.9,54.6,0.2,60.6,65.2,101.34,59.7
T. Harris - K. Oubre Jr. - D. Melton - T. Maxey - P. Reed,PHI,8,74,124.8,112.2,12.7,50,3.45,18.2,23.4,67.2,42.2,0.1,57,59.2,99.61,51.1
J. Grant - D. Ayton - S. Mays - S. Sharpe - T. Camara,POR,10,73,110.1,108.1,2,69.2,2.14,20.7,31.1,73.9,51.7,0.1,54,55.7,97.4,48.8
K. Caldwell-Pope - A. Gordon - N. Jokic - M. Porter Jr. - C. Braun,DEN,13,73,93.7,98.7,-5,63.2,2,16.1,31.9,80.5,54.9,0.1,44.7,47.2,103.81,48.9
J. Clarkson - L. Markkanen - W. Kessler - S. Fontecchio - K. George,UTA,17,72,106.3,98.7,7.6,59.4,1.23,16.5,42.2,79.8,61.1,0.2,50.3,53.5,104.67,52.5
J. Randle - I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo,NYK,17,72,126.7,112.9,13.8,58,1.67,17.6,35.9,73.7,56.4,0.1,65.9,69.6,109.7,57.2
K. Olynyk - G. Trent Jr. - R. Barrett - I. Quickley - O. Agbaji,TOR,6,72,112.8,111.9,0.9,66.7,2.22,18.3,20,74.4,49.3,0.1,56.9,61.1,108.1,56.7
T. McConnell - B. Hield - O. Toppin - I. Jackson - B. Mathurin,IND,13,72,126.5,112.9,13.5,67.1,2.04,22.8,32.7,63.2,50.4,0.2,66.8,69.4,102.92,58.9
V. Micic - M. Bridges - G. Williams - A. Pokusevski - B. Miller,CHA,15,72,109.4,105.9,3.5,67.2,2.56,20.3,18.2,74,48.3,0.1,56.8,59.5,100.02,53.6
D. Bertans - G. Williams - N. Richards - T. Mann - B. Miller,CHA,11,71,96.5,120.3,-23.8,64.2,1.21,17.7,24.2,68.9,45.7,0.2,52.6,54.1,95.25,43
D. DeRozan - N. Vucevic - A. Drummond - C. White - A. Dosunmu,CHI,12,71,108.1,113.6,-5.5,50.8,1.48,14.8,37.5,79.2,57.2,0.1,49.3,52.9,99.1,46.2
K. Olynyk - J. Clarkson - J. Collins - O. Agbaji - K. George,UTA,18,71,98.7,105.7,-7.1,63.6,1.4,16.7,33.8,75.6,55.3,0.2,48.4,53.1,104.65,46.9
R. Westbrook - J. Harden - N. Powell - D. Theis - A. Coffey,LAC,16,71,122.4,131.4,-9,60.3,2.16,19.7,18.5,73.1,46.2,0.1,61.9,65.7,105.55,44.7
R. Westbrook - J. Harden - P. George - K. Leonard - I. Zubac,LAC,12,71,85.2,111.9,-26.7,64.4,1.04,14.6,26.9,72.6,49,0.2,40.6,46.5,100.77,35
S. Gilgeous-Alexander - J. Giddey - C. Holmgren - J. Williams - C. Wallace,OKC,15,71,115,98.8,16.2,66.7,2.53,21.1,18.8,83.5,53.4,0.1,57.5,61.8,111.39,59.1
H. Barnes - D. Sabonis - M. Monk - D. Mitchell - K. Murray,SAC,26,70,113.8,111.7,2.1,67.6,2,21.7,25,81.3,54,0.2,64.7,65.2,107.31,51.4
C. McCollum - L. Nance Jr. - B. Ingram - H. Jones - T. Murphy III,NOP,17,69,117.8,93.5,24.3,69.2,2.25,23.1,8.7,72.4,48.4,0.1,71,71.5,99.19,66.3
S. Curry - K. Thompson - D. Green - A. Wiggins - T. Jackson-Davis,GSW,11,69,118.1,89.8,28.3,76.1,2.04,22.9,25,83.1,57,0.2,59.8,62.6,107.81,63.1
T. Jones - K. Kuzma - M. Bagley III - J. Poole - D. Avdija,WAS,6,69,98.7,112.6,-13.9,65,2.17,18.1,23,76.3,47.9,0.1,46.9,50,110.03,42.9
Z. Collins - D. Vassell - T. Jones - J. Champagnie - J. Sochan,SAS,15,69,92.7,96,-3.3,81,1.88,22.7,15.4,72.2,46.5,0.2,53.3,54.2,103.59,51.1
M. Bagley III - K. Hayes - I. Stewart - C. Cunningham - A. Thompson,DET,8,68,112.9,116.8,-3.9,61.7,1.76,18.8,30.3,74.2,51.6,0.1,54,57.7,97.78,46.4
M. Smart - J. Jackson Jr. - X. Tillman - D. Bane - Z. Williams,MEM,6,68,94.7,100,-5.3,67.9,1.64,17.6,22.1,74.7,47.3,0.1,46.7,49.1,104.82,49.2
T. Harris - R. Covington - J. Embiid - D. Melton - T. Maxey,PHI,7,68,116.3,127.3,-11,67.8,2.11,20.2,25.4,71.8,49.3,0.1,53.6,59.1,98.98,45.7
D. DeRozan - N. Vucevic - A. Caruso - C. White - J. Green,CHI,4,67,123.2,125.2,-2,52.9,2.31,19.5,27.6,72.1,46.5,0.1,62.7,63.7,97.94,47.6
J. Grant - A. Simons - S. Henderson - T. Camara - D. Reath,POR,11,67,84.6,132.4,-47.8,65,1.24,14.1,18.8,68.3,39.3,0.1,40,44.8,101.71,23.9
K. Durant - B. Beal - J. Nurkic - R. O'Neale - G. Allen,PHX,7,67,123.7,112.8,11,61.5,1.67,19.5,37.7,81.8,59.3,0.2,59.5,61.1,100.16,51.6
J. Holiday - A. Gordon - N. Jokic - J. Murray - M. Porter Jr.,DEN,7,66,116.5,104.5,12,62.5,3.33,20.2,30.3,71.4,51.5,0.1,54.3,57.9,98.87,59.3
F. VanVleet - D. Brooks - J. Landale - J. Green - A. Thompson,HOU,16,65,106.2,104.7,1.5,52.6,1.2,15.2,31.8,68.4,51.4,0.2,52.5,57.6,109.23,49.4
K. Olynyk - G. Trent Jr. - I. Quickley - O. Agbaji - G. Dick,TOR,8,65,93.1,119.3,-26.2,79.2,1.81,19,24.3,69.8,45.3,0.1,48.3,51.5,104.8,40.6
Z. Collins - K. Johnson - D. Vassell - M. Branham - J. Sochan,SAS,21,65,89.4,123,-33.6,67.3,1.14,15.9,31.3,81,52.2,0.2,43.4,48.1,110.58,29.8
C. Capela - B. Bogdanovic - D. Murray - T. Young - S. Bey,ATL,14,64,120,113,7,53.4,1.63,15.3,43.2,62.1,52.1,0.1,53.9,58.3,104.69,49.9
J. Harden - P. George - K. Leonard - D. Theis - T. Mann,LAC,17,64,106.3,109.3,-3,63.6,2.92,19.9,21.9,69.8,45.7,0.1,50.4,53.6,96.09,48.7
K. Caldwell-Pope - N. Jokic - J. Murray - M. Porter Jr. - P. Watson,DEN,13,64,117.3,113.6,3.6,77,2.47,24.2,18,67.7,46.1,0.1,66.2,69,101.1,57.1
L. Kennard - J. Jackson Jr. - J. Konchar - S. Aldama - V. Williams Jr.,MEM,6,64,121.1,109.3,11.8,79.3,2,24.9,20.4,69.4,48.4,0.2,67.1,67.6,96.65,56.4
R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,33,64,93.6,88.3,5.3,55.8,1.26,15.7,23.9,74.4,52.3,0.2,54,55,107.4,54.5
T. Lyles - D. Sabonis - M. Monk - D. Mitchell - K. Murray,SAC,24,64,119,93.1,25.9,74.2,2.13,24.3,21.6,80.3,55.7,0.2,68,69.1,108.19,62.4
C. Paul - S. Curry - K. Thompson - K. Looney - J. Kuminga,GSW,19,63,127,102.3,24.6,76.2,2.4,23.4,31.5,77.6,57,0.1,63.7,68.3,102.57,64.1
J. Harden - K. Leonard - N. Powell - I. Zubac - T. Mann,LAC,18,63,110.2,114.8,-4.7,60,1.36,17.1,29.8,65.8,50,0.2,52.9,58.1,96.99,49
J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa - J. Sims,NYK,10,63,116.1,100,16.1,64.4,2.11,19.4,50,76.6,62.9,0.1,54,54.9,93.72,58
J. Randle - J. Hart - J. Brunson - M. Robinson - I. Quickley,NYK,19,63,125.4,97.7,27.7,63.2,1.89,19,41.1,87.9,64.9,0.1,60.7,63.8,99.19,65.9
R. Jackson - J. Murray - Z. Nnaji - C. Braun - P. Watson,DEN,13,63,93.4,96.9,-3.5,57.4,1.08,15.9,33.3,60.9,47.7,0.2,50,51.3,96.67,47.3
T. Hardaway Jr. - L. Doncic - G. Williams - J. Green - D. Lively II,DAL,12,63,123,126.1,-3.2,73.3,3.38,23,23.1,71.6,50.4,0.1,64,65.2,103.12,53.3
W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero - A. Black,ORL,8,63,105.2,103.7,1.5,72.5,1.76,20,22.6,84.2,52.1,0.2,53.7,57.1,102.58,51.4
W. Matthews - B. Bogdanovic - T. Young - O. Okongwu - S. Bey,ATL,13,63,121.2,113.3,7.9,58.8,2.5,16.1,33.8,61.6,47.9,0.1,53.4,58.8,102.36,52.3
C. Paul - D. Saric - G. Payton II - J. Kuminga - M. Moody,GSW,9,62,101.5,113.7,-12.2,68.9,1.94,17.1,29.3,65.1,45.7,0.1,45.7,50.6,100.57,43.1
D. DeRozan - A. Drummond - A. Caruso - C. White - A. Dosunmu,CHI,18,62,112.4,111.7,0.7,41.5,1.22,12.1,45.6,66.7,54.9,0.1,49.1,54.4,99.84,49.3
D. Murray - B. Fernando - D. Hunter - G. Mathews - V. Krejci,ATL,13,62,120.6,121.5,-0.9,62.7,1.61,21.1,16.7,64,42.4,0.2,70.7,71.2,101.72,48.7
G. Hayward - T. Rozier - P. Washington - L. Ball - M. Williams,CHA,6,62,109.7,127.2,-17.5,61,2,19.5,25.4,70.9,47.4,0.1,53.4,57.7,105.08,45
J. Allen - M. Strus - D. Garland - I. Okoro - E. Mobley,CLE,9,62,118.4,110.2,8.2,80.7,2.09,24.1,35.7,74.6,56.3,0.2,62.1,62.5,98.35,55.1
J. Green - F. VanVleet - D. Brooks - J. Green - J. Smith Jr.,HOU,20,62,99.2,120.2,-20.9,63.6,2,15.6,28.8,79.6,49.2,0.1,46.1,51.1,101.82,39.4
J. Richardson - B. Adebayo - C. Martin - D. Robinson - J. Jaquez Jr.,MIA,7,62,115.6,120.2,-4.6,71.7,2.38,22.1,22.6,68.9,47.4,0.1,59.6,62,94.79,49.6
M. Conley - R. Gobert - K. Towns - T. Brown Jr. - N. Alexander-Walker,MIN,8,62,121.8,92.8,29,74.6,1.91,24.9,21.4,65.7,49.1,0.2,69.3,70.7,95.78,68.9
V. Micic - A. Wiggins - C. Holmgren - J. Williams - C. Wallace,OKC,12,62,115.7,100,15.7,61.7,2.47,21,23.1,61.4,45.1,0.1,59.8,62,98.79,61.1
B. Bogdanovic - T. Young - G. Mathews - O. Okongwu - S. Bey,ATL,10,61,131.5,106.9,24.7,57.6,2.53,20.2,33.9,81.4,57.6,0.1,64.2,65.5,103.37,56.6
C. LeVert - J. Allen - M. Strus - D. Garland - E. Mobley,CLE,11,61,104,105.5,-1.5,80,2.35,22.6,21.2,62.3,43.4,0.1,54.5,57.9,100.7,56.2
D. DeRozan - N. Vucevic - A. Caruso - T. Craig - A. Dosunmu,CHI,9,61,114.2,125.2,-11,64.2,2.13,20.1,17.3,81.6,48.5,0.1,59.9,62.8,97.89,46.7
J. Grant - D. Ayton - M. Thybulle - S. Henderson - S. Sharpe,POR,6,61,89.8,114.8,-25.1,55.3,1.44,15.9,17.2,68.8,43,0.1,45.5,48.5,100.19,36.3
L. James - A. Davis - D. Russell - C. Reddish - A. Reaves,LAL,13,61,117.7,121.3,-3.6,59.6,2.13,19.3,22.6,69.4,47.8,0.1,60,63.5,101.68,52.9
D. DeRozan - A. Drummond - A. Caruso - C. White - P. Williams,CHI,9,60,105.6,110.7,-5.1,54,1.13,15.5,36.7,78.5,58.4,0.2,51.4,54.9,98.64,49.4
H. Barnes - D. Sabonis - D. Fox - D. Mitchell - K. Murray,SAC,19,60,131,107.2,23.8,63.5,5.71,21.7,26.3,69.6,47.8,0.1,64,65.5,101.43,58.3
J. Allen - M. Strus - D. Wade - I. Okoro - C. Porter Jr.,CLE,6,60,125.6,114.3,11.4,87.7,3.85,26.5,34.9,84.3,57,0.1,57.2,59,94.16,54
J. Randle - J. Brunson - D. DiVincenzo - R. Barrett - J. Sims,NYK,5,60,121.3,139.7,-18.4,56.9,2.75,19.8,21.8,61.7,42.6,0.1,59.9,62.2,98.76,40.4
K. Durant - J. Nurkic - D. Booker - G. Allen - J. Okogie,PHX,14,60,113.8,105.6,8.3,72,1.64,19.5,30.6,78,53.7,0.2,52.3,58.8,102.69,55.5
K. Durant - J. Nurkic - D. Booker - R. O'Neale - G. Allen,PHX,11,60,110.7,109.2,1.5,57.7,1.88,16.9,23.9,73.4,47.4,0.1,53.9,55.8,105.31,48.1
K. Olynyk - B. Brown - O. Agbaji - S. Barnes - G. Dick,TOR,8,60,113.6,126.1,-12.5,75.9,2.16,20.8,35.8,61.8,48.9,0.1,51.3,56.3,106.14,43.3
L. James - A. Davis - T. Prince - R. Hachimura - A. Reaves,LAL,19,60,116.9,118.3,-1.3,66.1,3.08,20.9,19.2,71.2,48.3,0.1,62.5,64.8,102.72,54.7
S. Gilgeous-Alexander - L. Dort - J. Giddey - C. Holmgren - C. Wallace,OKC,15,60,124.6,120.6,4,61.9,3,22,22.6,67.3,45.4,0.1,63.4,65.2,102.68,48.5
T. Rozier - M. Bridges - N. Richards - B. McGowens - B. Miller,CHA,9,60,116,126.6,-10.6,67.3,2.31,21.5,17.9,66.1,42.6,0.1,60.1,62,98.89,44.6
J. Butler - T. Rozier - B. Adebayo - H. Highsmith - T. Herro,MIA,5,59,114,119.7,-5.6,71.4,2.33,21.1,17.5,75.4,46.5,0.1,54.8,59.7,98.74,47.3
J. Clarkson - L. Markkanen - J. Collins - C. Sexton - K. George,UTA,12,59,123,115.7,7.2,68.5,2.06,19,41.4,82.8,62.1,0.1,56.8,63.5,106.19,56
K. Lowry - K. Love - J. Butler - C. Martin - J. Jaquez Jr.,MIA,9,59,123.8,120,3.8,61.1,3.3,19.2,30.9,69,50.4,0.1,57.9,62.6,97.92,54.4
R. Westbrook - P. George - K. Leonard - I. Zubac - T. Mann,LAC,20,59,118,111,6.9,59.4,2.24,20.7,35.3,82.1,59.8,0.1,60.6,62,103.86,53.2
S. Dinwiddie - D. Finney-Smith - M. Bridges - C. Johnson - D. Sharpe,BKN,14,59,129.2,87.7,41.5,53.4,2.82,17.5,42.6,82.1,63.3,0.1,56.5,60,98.52,72.4
D. Lillard - J. Crowder - G. Antetokounmpo - B. Portis - M. Beasley,MIL,18,58,112.7,122.7,-10,67.3,2.06,19.5,21.2,69,46.4,0.1,58.8,63.4,105.23,46.5
S. Curry - K. Thompson - A. Wiggins - D. Saric - K. Looney,GSW,5,58,115.7,136.7,-21,73.5,2.12,20.6,31,73.3,52.5,0.1,55.2,58.5,99.39,42.2
C. LeVert - G. Niang - D. Mitchell - J. Allen - I. Okoro,CLE,22,57,126.8,104,22.8,66.1,3.9,21.8,27.5,73.8,52.7,0.1,63.3,65.9,105.59,61.9
J. Holiday - J. Murray - Z. Nnaji - C. Braun - P. Watson,DEN,7,57,117,121.4,-4.4,56,2.8,18.8,20,50.7,38,0.1,58.2,61.1,95.72,50.8
K. Olynyk - L. Markkanen - C. Sexton - T. Horton-Tucker - S. Fontecchio,UTA,8,57,114,119.5,-5.6,74.5,1.36,19.7,48.3,71.4,59.6,0.2,57,61.4,108.42,48.6
P. Beverley - G. Antetokounmpo - B. Portis - P. Connaughton - A. Green,MIL,9,57,107.9,111.4,-3.5,69.6,2.29,20,27.4,74,48.2,0.1,52.9,54.4,95.9,45.5
A. Horford - J. Holiday - K. Porzingis - J. Brown - J. Tatum,BOS,8,56,118,100.8,17.2,58.8,1.88,17.9,29.1,81.8,57.9,0.1,55.8,60.6,105.21,61.4
D. DeRozan - A. Drummond - T. Craig - J. Carter - A. Dosunmu,CHI,17,56,82.8,112.5,-29.7,69.4,1.79,15.3,23.6,67.9,43,0.1,39.4,43.6,106.54,31.3
J. Harden - P. George - N. Powell - I. Zubac - T. Mann,LAC,14,56,100.8,101.7,-0.9,61.9,1,15.8,32.8,71.9,52.8,0.2,50,54,100.26,46.1
A. Davis - D. Russell - T. Prince - R. Hachimura - C. Reddish,LAL,10,55,107.9,104.1,3.7,66.7,3.45,22.1,14.8,75,46.5,0.1,56.9,58.9,107.74,56.2
A. Horford - J. Holiday - K. Porzingis - J. Brown - D. White,BOS,8,55,127,113.4,13.6,64.9,2.18,22.4,16.3,67.2,46.7,0.1,69.6,72.1,104.95,60
B. Lopez - D. Lillard - J. Crowder - B. Portis - M. Beasley,MIL,22,55,109.6,106.5,3.1,71.7,1.94,20.2,29.8,79.6,54.1,0.1,54.4,57.3,102.9,46.6
C. LeVert - D. Mitchell - J. Allen - M. Strus - D. Wade,CLE,15,55,121.7,86.9,34.8,57.1,2.91,19.8,21.3,75,53,0.1,64.9,66.8,105.31,67.2
D. Bertans - V. Micic - M. Bridges - G. Williams - B. Miller,CHA,11,55,104.8,122.7,-17.9,66,2.82,18.3,25,79.6,47.9,0.1,47.8,52.6,105.84,39.5
D. Mitchell - J. Allen - M. Strus - D. Garland - D. Wade,CLE,9,55,120.7,100.9,19.8,64.7,2.36,20.1,27.3,69.8,48.1,0.1,59.3,62.4,101.51,63.4
D. Schroder - M. Bridges - N. Claxton - C. Johnson - C. Thomas,BKN,9,55,108.9,111.3,-2.4,72.1,2.38,20.1,21.2,75,49.1,0.1,51.1,56.8,99.14,49.8
G. Harris - G. Bitadze - F. Wagner - P. Banchero - A. Black,ORL,10,55,100.9,104.5,-3.7,43.9,0.75,12.1,36.4,78,56.2,0.2,48.4,53.8,96.31,45.2
K. Lowry - B. Adebayo - T. Herro - N. Jovic - J. Jaquez Jr.,MIA,5,55,103.5,98.3,5.2,68.9,1.82,19.4,24.2,78.4,48.7,0.1,50,52.3,100.03,49
M. Turner - B. Brown - T. Haliburton - A. Nesmith - B. Mathurin,IND,16,55,116.4,123.7,-7.3,64.6,2.38,18.9,33.3,59.3,46.3,0.1,56.6,60.9,101.25,48.3
M. Turner - B. Hield - B. Brown - T. Haliburton - A. Nesmith,IND,12,55,136.7,121.1,15.6,54.1,1.94,18.6,31.4,73.5,52,0.1,66.5,69.8,111.95,54.2
R. Holmes - K. Kuzma - J. Poole - D. Avdija - C. Kispert,WAS,4,55,128.7,112.2,16.5,53.3,2,19.4,36.7,80.6,61.3,0.1,62.9,65,100.61,57.8
S. Gilgeous-Alexander - K. Williams - I. Joe - J. Williams - C. Wallace,OKC,15,55,124,88.3,35.6,54.7,1.93,17.9,26,78.9,54.2,0.1,61.2,66,105.68,67
D. Lillard - G. Antetokounmpo - B. Portis - P. Connaughton - M. Beasley,MIL,24,54,132.8,108.3,24.5,61,3.6,21.1,33.3,73.1,56.5,0.1,67,68.8,106.48,60.5
G. Harris - J. Ingles - M. Wagner - C. Anthony - F. Wagner,ORL,10,54,111.2,120,-8.8,63.8,3.75,19,25.9,61.8,44,0.1,51.5,56,100.92,50
J. Clarkson - L. Markkanen - J. Collins - C. Sexton - S. Fontecchio,UTA,13,54,101.6,118.8,-17.2,63.4,1.86,15.8,28.1,75.9,50.8,0.1,47.1,52.4,105.36,43.1
J. Randle - J. Hart - J. Brunson - D. DiVincenzo - M. Robinson,NYK,10,54,122.7,110.7,12,64.6,1.82,19.3,36.4,73.6,54.6,0.2,60,61.5,97.83,54.3
K. Durant - E. Gordon - B. Beal - D. Booker - G. Allen,PHX,15,54,137.2,110.1,27.1,63.3,3.45,22.8,20,45.7,36.4,0.1,70.7,74.6,107.4,64.1
J. Harden - P. George - N. Powell - I. Zubac - A. Coffey,LAC,16,53,104.3,102.7,1.6,68.3,2.55,18.3,15.5,69,42.2,0.1,49.5,54.9,101.6,55.5
J. Poeltl - P. Siakam - R. Barrett - I. Quickley - S. Barnes,TOR,4,53,121,114.3,6.7,67.9,2.92,22.6,21.2,72.4,48.2,0.1,62,63.3,106.83,53.4
K. Caldwell-Pope - A. Gordon - N. Jokic - M. Porter Jr. - C. Gillespie,DEN,8,53,131.1,99.1,32,71.7,5.43,24.1,33.3,74.1,53.7,0.1,58.1,60,96.29,64.1
A. Simons - D. Ayton - D. Banton - K. Murray - T. Camara,POR,5,52,120.7,109.8,10.9,62.7,1.78,20.3,30,71.9,52.3,0.2,60.7,63.3,102.35,53.3
B. Biyombo - M. Smart - J. Jackson Jr. - J. Morant - D. Bane,MEM,5,52,109.7,110.4,-0.7,73.9,1.79,22.5,8.7,83.9,50,0.2,62.8,64.5,105.1,50.5
D. Schroder - P. Siakam - O. Anunoby - G. Trent Jr. - S. Barnes,TOR,18,52,126.5,113.9,12.6,68.5,2.47,21.6,30.4,71.7,49,0.1,59,61.9,107.2,52.4
H. Barnes - D. Sabonis - D. Fox - K. Huerter - C. Duarte,SAC,5,52,122.6,112.1,10.5,63.3,4.43,20.8,21.8,74.1,47.7,0.1,57.8,59.1,97.53,55.2
J. Grant - M. Brogdon - A. Simons - D. Ayton - T. Camara,POR,7,52,113.9,120.8,-6.9,53.8,1.75,18.7,31.3,70.8,51,0.1,57,58.7,98.16,45.2
L. Samanic - O. Yurtseven - J. Juzang - T. Hendricks - K. George,UTA,4,52,124.5,126.5,-2,59.2,1.61,19,45.1,76,60.4,0.2,56.2,59.3,93.7,50.5
M. Turner - B. Hield - P. Siakam - A. Nembhard - A. Nesmith,IND,6,52,130.3,126.9,3.4,63.2,2.57,22.6,35,80.5,58,0.1,65.1,66.9,100.96,52.9
T. Harris - K. Oubre Jr. - B. Hield - T. Maxey - P. Reed,PHI,8,52,107.5,111.1,-3.6,45.5,3.33,13.8,28.8,74,48.3,0.1,46.8,49.7,99.58,43.3
D. Lillard - G. Antetokounmpo - B. Portis - P. Connaughton - M. Beauchamp,MIL,14,51,113.7,120.9,-7.2,53.8,3.11,17.1,31.1,77.8,50.9,0.1,54.7,57.5,106.11,50.1
G. Hayward - M. Bridges - L. Ball - M. Williams - B. Miller,CHA,4,51,112.8,101.8,11,61.7,1.71,17.9,39.3,75.5,56.1,0.2,51.9,54.3,102.9,56.6
J. Grant - A. Simons - D. Ayton - S. Henderson - T. Camara,POR,11,51,119.6,118.3,1.3,60.9,2.8,18.8,27.5,69.2,48.5,0.1,54.2,59.1,101.69,51.1
R. Westbrook - P. George - K. Leonard - R. Covington - I. Zubac,LAC,3,51,131.5,93.5,38,67.3,2.47,23.3,31.8,66.7,51.9,0.1,65.8,66.7,100.39,71.4
T. Jones - K. Kuzma - D. Gafford - D. Avdija - C. Kispert,WAS,11,51,114.5,121.4,-6.9,66.7,2.43,20.9,22.6,67.3,44.8,0.1,57.5,59.7,107,47.9
K. Durant - J. Nurkic - D. Booker - G. Allen - N. Little,PHX,5,50,109.6,127.6,-18,62.2,1.75,17.7,27.3,78.7,51,0.1,53.1,56.9,110.81,42.3
R. Jackson - J. Holiday - N. Jokic - C. Braun - P. Watson,DEN,20,50,109.3,94.4,15,69.8,2,18.9,41.5,62.7,52.7,0.1,54.3,57.8,102.2,58.8
Z. Collins - K. Johnson - D. Vassell - B. Wesley - J. Sochan,SAS,19,50,105.4,112.6,-7.2,64.4,1.93,18.1,35.1,76,54.2,0.1,50.5,53.4,107.05,46.2
G. Harris - M. Fultz - W. Carter Jr. - J. Suggs - P. Banchero,ORL,10,49,96.1,128.7,-32.6,61.8,1.62,14.8,32.8,76.9,50.5,0.1,43.5,48.5,100.63,33.3
J. Grant - M. Brogdon - D. Ayton - M. Thybulle - S. Sharpe,POR,6,49,105.4,111.4,-6.1,51.2,1.05,14.9,20.5,69.8,47.4,0.2,55.9,61.5,105.41,49.2
L. James - D. Russell - R. Hachimura - J. Hayes - A. Reaves,LAL,13,49,107.9,104.5,3.3,71.1,2.29,20.4,22.4,78.3,53.2,0.1,58.9,61.4,109.96,55
P. Tucker - T. Harris - J. Embiid - D. Melton - T. Maxey,PHI,3,49,117.6,94.1,23.6,68.3,1.75,20.4,17.9,71.9,50,0.2,61.3,65.6,99.09,62.1
